[000:00:06;271] OO
[000:55:13;883] BUT THEY'RE GOING TO HAVE TO
[000:55:15;050] SETTLE PROBLEMS SUCH AS THAT,
[000:55:15;785] WHICH IS THE DIFFERENCES AND THE
[000:55:20;522] WAY IN WHICH THEY HANDLE THE
[000:55:22;391] AGENTS, HOW THEY'RE TRAINED,
[000:55:23;959] HOW THEY'RE TRANSFERRED, AND
[000:55:25;560] WHAT THEIR ASSIGNMENTS ARE.
[000:55:29;265] >> ANOTHER OBJECTION I'VE SEEN
[000:55:30;432] RAISED-- JACK LAWN, WHAT DO YOU
[000:55:33;134] THINK OF THIS?-- THAT THE F.B.I.
[000:55:34;669] HAS A NEGATIVE REPUTATION IN
[000:55:36;104] MANY COUNTRIES OVERSEAS.
[000:55:37;605] SOME COUNTRIES CONSIDER IT INTO
[000:55:39;540] ITS ROLE INTO
[000:55:40;775] COUNTERINTELLIGENCE, AND THEY
[000:55:42;010] DON'T WANT TO DEAL WITH IT,
[000:55:44;312] WHEREAS THEY DON'T MIND DEALING
[000:55:46;714] WITH THE D.E.A.
[000:55:48;283] IS THAT CORRECT?
[000:55:49;417] >> YES, THAT IS CORRECT.
[000:55:50;618] I HAVE FOUND THAT IN MY TRAVELS
[000:55:51;920] INTERNATIONALLY.
[000:55:53;888] I HAVE FOUND THAT IN SOUTH
[000:55:54;555] AMERICA.
[000:55:55;223] I FOUND IT IN MY TRAVELS IN
[000:55:56;224] EASTERN EUROPE.
[000:55:58;092] IT'S VERY DIFFICULT FOR A
[000:55:59;727] COUNTRY, IN LOOKING AT THE
[000:56:01;595] F.B.I. AGENT, TO DETERMINE
[000:56:03;597] WHETHER HE IS WEARING A FOREIGN
[000:56:05;766] COUNTERINTELLIGENCE HAT OR A HAT
[000:56:07;235] INVOLVING THE COLLECTION OF
[000:56:09;503] INTELLIGENCE HAVING TO DO WITH
[000:56:14;175] DRUG LAW ENFORCEMENT.
[000:56:15;576] WITH D.E.A., CLEARLY THERE IS
[000:56:16;644] BUT ONE MISSION.
[000:56:19;314] >> MR. GREGORIE, WOULD THAT BE A
[000:56:21;415] NEGATIVE?
[000:56:22;951] >> NO, I THINK THAT WHAT YOU DO
[000:56:24;085] IS THAT YOU WOULD DEVELOP THE
[000:56:25;186] SAME TYPE OF REPUTATION FOR THE
[000:56:27;255] DRUG AGENTS FROM THE F.B.I. WHO
[000:56:28;689] WERE PLACED IN THOSE FOREIGN
[000:56:29;557] MISSIONS.
[000:56:31;492] I THINK ANY LEGATE WHO'S IN A
[000:56:33;228] FOREIGN MISSION WOULD TELL YOU
[000:56:34;595] THE DIFFICULTIES OF DEALING
[000:56:35;763] THERE; THAT IS, THAT YOU HAVE TO
[000:56:36;764] COMPLY WITH THE RULES OF THE
[000:56:37;832] HOST COUNTRY, AND THAT CERTAINLY
[000:56:40;869] YOU ARE GOING TO HAVE TO DO
[000:56:42;203] EVERYTHING POSSIBLE TO DEAL WITH
[000:56:44;572] THEM, AND IT THE WOULD BE MY
[000:56:45;340] HOPE THAT IF ANOTHER AGENCY HAD
[000:56:46;341] THE RESPONSIBILITY, THAT THEY
[000:56:47;408] WOULD DEAL WITH IT.
[000:56:51;512] I THINK WHAT WE'RE TALKING ABOUT
[000:56:52;747] HERE IS NOT CUTTING OFF ALL THE
[000:56:54;447] D.E.A. AGENTS AND JUST THROWING
[000:56:55;983] THEM OUT WITH THE BATH WATER
[000:56:57;050] HERE, BUT RATHER BRINGING THEM
[000:56:58;385] INTO ANOTHER SYSTEM AND
[000:57:00;020] HOPEFULLY USING THEIR EXPERTISE
[000:57:01;788] AND ABILITIES TO BRING THE
[000:57:03;156] F.B.I. INTO THE DRUG WAR AT THE
[000:57:04;491] SAME LEVEL THAT D.E.A. IS
[000:57:06;193] ALREADY ACTING AT.
[000:57:09;562] >> UH-HUH.
[000:57:10;898] LET ME CONCLUDE BY ASKING YOU
[000:57:13;200] THIS.
[000:57:15;668] YOU'VE BOTH SAID, JACK LAWN,
[000:57:18;071] YOU'VE BOTH SAID SOMETHING NEEDS
[000:57:20;073] TO CHANGE.
[000:57:21;608] HOW MUCH IS THE PRESENT DRUG
[000:57:23;176] ENFORCEMENT EFFORT BEING,
[000:57:25;045] WHATEVER THE WORD IS, SPOILED OR
[000:57:28;081] MADE INEFFECTIVE BY ALL THE
[000:57:29;917] COMPETITION AND LACK OF
[000:57:31;051] COORDINATION BETWEEN DIFFERENT
[000:57:32;019] AGENCIES?
[000:57:33;153] HOW MUCH MORE EFFECTIVE COULD IT
[000:57:34;687] BE IF THAT WEREN'T SO?
[000:57:36;623] >> I CERTAINLY BELIEVE IT COULD
[000:57:38;225] BE CONSIDERABLY MORE EFFECTIVE.
[000:57:39;359] CURRENTLY, WITH THE $13 BILLION
[000:57:41;194] BUDGET, D.E.A. RECEIVES BUT 8%
[000:57:42;195] OF THAT BUDGET.
[000:57:43;563] CLEARLY THE AGENCY WITH
[000:57:44;464] ACCOUNTABILITY SHOULD BE GIVEN
[000:57:46;199] THE RESOURCES, SHOULD BE GIVEN
[000:57:48;068] THE MONEY IN ORDER TO ADDRESS
[000:57:51;004] AND TO ANSWER TO THAT
[000:57:52;105] ACCOUNTABILITY.
[000:57:53;473] IT'S NOT BEING DONE NOW, AND IF
[000:57:54;707] SOMETHING IS TO BE DONE, AS DICK
[000:57:56;176] GREGORIE HAD SAID, WE NEED
[000:57:57;577] SOMEONE IN CHARGE.
[000:57:58;445] CLEARLY THE ATTORNEY GENERAL OF
[000:58:00;013] THE UNITED STATES CAN BE IN
[000:58:01;481] CHARGE, AND I THINK THE SYSTEM
[000:58:04;084] COULD WORK MOST EFFECTIVELY BY
[000:58:06;886] MOVING THE RESOURCES OF THE
[000:58:08;188] F.B.I. INTO THE SINGLE-MISSION
[000:58:11;658] AGENCY.
[000:58:19;598] >> WELL, YOU DISAGREE THERE, BUT
[000:58:21;968] WE'LL JUST HAVE TO WAIT AND SEE
[000:58:24;837] WHAT THE SPECIFICS ARE OF THE
[000:58:27;773] VICE PRESIDENT'S PROPOSAL.
[000:58:29;976] MR. LAWN, MR. GREGORIE, THANK
[000:58:30;776] YOU BOTH FOR JOINING US.
[000:58:32;278] >> THANK YOU.
[000:58:33;179] >> THANK YOU.
[000:58:46;125] >> NEXT TONIGHT, GANG WARFARE
[000:58:47;593] IN CHICAGO.
[000:58:48;827] CRIME, DRUGS, AND GANGS GO HAND
[000:58:50;296] IN HAND, BUT NOW THE GANGS ARE
[000:58:51;697] TRYING TO END THE VIOLENCE IN
[000:58:52;898] ONE CHICAGO COMMUNITY.
[000:58:54;666] ELIZABETH BRACKETT REPORTS.
[000:58:57;136] >> CABRINI GREEN, NOTORIOUS FOR
[000:58:58;437] BEING ONE OF THE MOST DANGEROUS
[000:58:59;872] HOUSING PROJECTS IN THE COUNTRY.
[000:59:03;942] LAST OCTOBER, THE SHOOTING DEATH
[000:59:05;211] OF SEVEN-YEAR-OLD DANTRELL DAVIS
[000:59:06;745] AS HE WALKED THE 100 YARDS FROM
[000:59:08;580] HIS BUILDING TO HIS SCHOOL, HAND
[000:59:10;016] IN HAND WITH HIS MOTHER,
[000:59:11;417] EPITOMIZED THE VIOLENCE CHICAGO
[000:59:12;851] HOUSING AUTHORITY RESIDENTS
[000:59:15;221] FACED EVERY DAY.
[000:59:17;689] SCHOOLMATES OF DANTRELL DAVIS
[000:59:19;892] LIKE TEN-YEAR-OLD SENQUE SELVEY
[000:59:21;360] WERE TERRIFIED WALKING TO
[000:59:22;461] SCHOOL.
[000:59:23;729] >> IT MADE ME SCARED BECAUSE,
[000:59:24;963] LIKE, I'VE GOT TO WALK DOWN THE
[000:59:26;932] LONG WAY INSTEAD OF WALKING THE
[000:59:28;401] SHORT WAY, BECAUSE YOU NEVER
[000:59:29;668] KNOW, LIKE, IF SOMEBODY IS GOING
[000:59:31;602] TO SHOOT WITH YOU WITH A BULLET,
[000:59:33;371] AND THE BULLET DON'T GOT NO EYE.
[000:59:35;706] >> BUT TODAY THINGS ARE
[000:59:37;575] DIFFERENT AT CABRINI GREEN, VERY
[000:59:40;445] DIFFERENT.
[000:59:44;549] SINCE DANTRELL DAVIS'S DEATH,
[000:59:46;084] THERE HAVE BEEN NO GANG-RELATED
[000:59:47;785] MURDERS IN CABRINI GREEN.
[000:59:50;321] THERE HAVE NOT EVEN BEEN REPORTS
[000:59:51;156] OF GANG-RELATED GUNFIRE.
[000:59:52;157] IN THE FIRST SIX MONTHS OF THIS
[000:59:53;991] YEAR, POLICE REPORTS SHOW CRIME
[000:59:55;393] DOWN 24% OVER LAST YEAR.
[001:00:02;400] >> NOW IT IS CLEAR TO EVERYBODY
[001:00:03;768] THAT WHEN WE SAID WE WANTED
[001:00:06;871] UNITY AND PEACE, BROTHERS AND
[001:00:08;839] SISTERS ON THE NORTH SIDE
[001:00:11;842] ARE ONE FAITH.
[001:00:15;213] >> COMMUNITY LEADERS LIKE MARION
[001:00:16;581] STAMPS SAY MUCH OF THE CREDIT
[001:00:17;982] FOR THE DROP IN CRIME SHOULD GO
[001:00:19;117] TO GANG LEADERS WHO NEGOTIATED A
[001:00:22;053] PEACE TREATY LAST OCTOBER.
[001:00:23;154] STAMPS' GROUP, THE TRANQUILITY
[001:00:24;622] MARKSMEN MEMORIAL ORGANIZATION,
[001:00:26;391] THREW A PARTY FOR LEADERS WHO
[001:00:28;326] NINE MONTHS AGO WOULD NEVER HAVE
[001:00:29;894] BEEN FOUND IN THE SAME ROOM.
[001:00:31;796] >> THE FACT THAT WE RESOLVE OUR
[001:00:32;763] DIFFERENCES AT THE TABLE, THE
[001:00:34;432] FACT THAT WE RESOLVE OUR
[001:00:36;033] DIFFERENCES BY TALKING WITH EACH
[001:00:37;469] OTHER, AND NOT RESOLVING THESE
[001:00:39;137] DIFFERENCES WITH A GUN, IS WHY
[001:00:40;905] WE ARE HERE TODAY.
[001:00:45;076] >> AFTER THE SPEECHES CAME
[001:00:46;043] AWARDS.
[001:00:47;112] LONG-TIME RIVALS FOLLOWED EACH
[001:00:49;046] OTHER TO THE STAGE.
[001:00:51;281] >> TO FRED WATKINS, OUR THANKS
[001:00:52;449] FOR THE ROLE YOU PLAYED IN
[001:00:53;884] MAINTAINING THE PEACE IN THE
[001:00:54;852] HOOD.
[001:01:06;330] >> ON BEHALF OF THE TRAVELING
[001:01:07;431] VICELORD NATION, WE'RE GONNA
[001:01:09;266] STICK WITH THE PEACE.
[001:01:11;301] YOU KNOW WHAT I'M SAYING:
[001:01:12;670] NO VIOLENCE.
[001:01:15;072] PEACE, BROTHER.
[001:01:19;209] >> FRED WATKINS GREW UP IN
[001:01:20;778] CABRINI, WENT TO JUNIOR COLLEGE
[001:01:22;479] FOR TWO YEARS ON A BASKETBALL
[001:01:23;881] SCHOLARSHIP, THEN RETURNED.
[001:01:25;983] NOW HE IS AN OUTREACH WORKER FOR
[001:01:27;184] STAMPS' TRANQUILITY MARKSMEN
[001:01:29;020] ORGANIZATION IN CABRINI.
[001:01:30;821] HE IS EFFECTIVE BECAUSE HE IS
[001:01:31;956] ALSO THE LEADER OR CHIEF OF THE
[001:01:33;190] TRAVELING VICELORDS, A CITYWIDE
[001:01:34;759] GANG WITH CABRINI MEMBERS.
[001:01:38;195] AND BEFORE THE PEACE, WHAT DID
[001:01:39;163] IT SOUND LIKE ON A SATURDAY
[001:01:40;330] NIGHT DOWN HERE?
[001:01:42;399] >> WILD, WILD WEST.
[001:01:43;367] FRIDAY OR SATURDAY NIGHT--
[001:01:44;501] WILD, WILD WEST.
[001:01:45;502] WELL, SEE, THEY HAVE NO CERTAIN
[001:01:46;737] DAYS HERE BEFORE THE PEACE.
[001:01:49;807] THERE WEREN'T NO CERTAIN DAYS
[001:01:50;541] TO SHOOT-- "SHOOT WHEN YOU'RE
[001:01:51;275] READY."
[001:01:52;143] YOU COULD SHOOT ON SUNDAY WHEN
[001:01:53;310] CHURCH WAS GETTING OUT.
[001:01:56;380] >> WHAT WAS ALL THE SHOOTING
[001:01:57;081] ABOUT?
[001:01:57;982] WHO WAS SHOOTING WHO?
[001:02:00;584] >> OPPOSITIONS SHOOTING
[001:02:01;218] OPPOSITIONS.
[001:02:02;820] THIS ONE SHOOTING AT THIS ONE,
[001:02:04;155] THIS ONE SHOOTING AT THIS ONE.
[001:02:05;322] IT'S ALL ABOUT RESPECT, YOU
[001:02:07;991] KNOW-- "YOU COME ON MY TURF, YOU
[001:02:09;458] GET HURT.
[001:02:13;262] DON'T WALK ON MY TURF WITHOUT
[001:02:14;097] ASKING."
[001:02:16;900] >> HOW WOULD YOU FEEL ABOUT
[001:02:17;801] STANDING ON THIS CORNER?
[001:02:21;137] >> NOT REAL GOOD.
[001:02:22;172] >> WOULD YOU HAVE DONE IT?
[001:02:23;539] >> NO.
[001:02:24;007] I LOVE MY LIFE.
[001:02:26;475] >> AND YOU REALLY THINK IF YOU
[001:02:28;444] JUST COME DOWN HERE IN THE
[001:02:30;513] MIDDLE OF A SUNNY AFTERNOON AND
[001:02:33;649] STOOD AROUND, YOU PROBABLY WOULD
[001:02:35;318] HAVE GOTTEN SHOT?
[001:02:36;619] >> YEAH, THAT'S THE TRUTH, YEAH,
[001:02:37;653] SHOT OR SHOT AT, BECAUSE, YOU
[001:02:38;955] KNOW, I WATCH ALL ANGLES.
[001:02:40;890] I'M A TALL ANGLE, 6'5".
[001:02:46;129] >> YOU ALWAYS CARRY A GUN WITH
[001:02:47;197] YOU?
[001:02:47;764] >> I DID.
[001:02:48;932] BACK THEN IT WAS KILL OR BE
[001:02:49;899] KILLED.
[001:02:51;768] DON'T GET ME WRONG.
[001:02:53;203] I LOVE MY LIFE, YOU KNOW, AND I
[001:02:55;071] DON'T LIKE TAKING OTHER PEOPLE'S
[001:02:56;472] LIVES, BUT IF YOU ARE IN A
[001:02:57;506] SITUATION, AND THEY ARE TRYING
[001:02:58;808] TO TAKE YOUR LIFE, WHAT DO YOU
[001:02:59;542] DO?
[001:03:02;245] PROTECT MYSELF, AND PROTECT
[001:03:03;079] MYSELF THE BEST WAY I COULD.
[001:03:06;482] >> DID YOU SHOOT SOMEBODY TO
[001:03:07;183] PROTECT YOURSELF?
[001:03:07;917] >> YES, LIKE I SAID, IT WAS KILL
[001:03:10;720] OR BE KILLED.
[001:03:11;888] >> DO YOU EVER CARRY A GUN
[001:03:12;555] ANYMORE?
[001:03:16;726] >> NO.
[001:03:18;094] I HAVEN'T CARRIED A GUN IN ABOUT
[001:03:19;428] A GOOD YEAR AND A HALF.
[001:03:20;997] AND IT FEELS GOOD.
[001:03:24;433] I MEAN, I WAS CARRYING A GUN
[001:03:26;102] LIKE I WAS THE POLICE OR JOHN
[001:03:28;170] WAYNE OR SOMEBODY, YOU KNOW,
[001:03:29;338] SO-- BUT WE HAD TO BE THAT WAY
[001:03:33;342] AT THE TIME, AND I WASN'T THE
[001:03:35;411] ONLY ONE.
[001:03:37;480] EVERYBODY WAS CARRYING SOMETHING
[001:03:38;814] TO PROTECT THEMSELVES.
[001:03:40;048] >> AND LIKE LAST NIGHT, WHEN
[001:03:41;183] EVERYBODY WAS TOGETHER, WERE
[001:03:42;251] THERE ANY GUNS THERE?
[001:03:43;586] >> NONE WHATSOEVER, NOT A GUN.
[001:03:44;453] NOT A GUN, YOU KNOW, AND IT WAS
[001:03:47;290] NICE THAT YOU SAW VICELORDS,
[001:03:48;591] DISCIPLES AT THE SAME TABLE,
[001:03:50;159] SHAKING HANDS, CONGREGATING,
[001:03:51;927] EATING TOGETHER, YOU KNOW,
[001:03:52;828] REMINISCING ABOUT OLD TIMES,
[001:03:53;796] THIS AND THAT.
[001:03:58;233] IT WAS NICE.
[001:03:59;968] >> NOT EVERYONE IS READY TO
[001:04:00;803] CREDIT THE GANGS WITH BRINGING
[001:04:01;837] PEACE TO CABRINI.
[001:04:03;138] CHICAGO'S MAYOR IS DELIGHTED
[001:04:04;307] WITH THE DROP IN CRIME, BUT SAYS
[001:04:05;641] HE REFUSED TO ACKNOWLEDGE ANY
[001:04:06;609] CHANGES IN GANG MEMBERS
[001:04:07;843] BEHAVIOR.
[001:04:10;179] >> THEY WANT TO SELL DOPE.
[001:04:11;814] THEIR MONEY IS DOPE.
[001:04:14;249] THESE ARE NOT, YOU KNOW-- THESE
[001:04:15;484] PEOPLE ARE NOT GOING AROUND WITH
[001:04:16;519] THE BIBLE.
[001:04:17;753] THESE PEOPLE ARE GOING AROUND
[001:04:18;521] WITH DOPE, SELLING GUNS, AND
[001:04:19;922] EXTORTION, AND SO WHEN THE HEAT
[001:04:21;123] IS ON, THEY KNOW IT'S ON, AND IT
[001:04:22;525] WILL CONTINUE TO BE ON.
[001:04:23;959] >> DALEY SAYS IT WASN'T THE
[001:04:25;294] GANGS THAT BROUGHT PEACE; RATHER
[001:04:26;462] IT WAS THE $26 MILLION IN NEW
[001:04:28;197] SECURITY MEASURES POURED INTO
[001:04:30;433] CABRINI GREEN BY THE CITY AND
[001:04:32;468] THE CHICAGO HOUSING AUTHORITY
[001:04:36;405] SINCE DANTRELL DAVIS'S DEATH.
[001:04:38;374] EVERY BUILDING HAS BEEN SWEPT
[001:04:40;108] FOR GUNS.
[001:04:41;410] METAL DETECTORS AND SECURITY
[001:04:43;479] GUARDS NOW STAND AT ENTRANCES
[001:04:45;214] THAT WERE ONCE WIDE-OPEN.
[001:04:47;049] CHAIRMAN VINCE LANE:
[001:04:49;017] >> I DON'T BELIEVE THAT THERE IS
[001:04:50;986] A TRUCE.
[001:04:51;686] I AM HAPPY THAT THESE GUYS ARE
[001:04:53;856] WORKING TO GET INDIVIDUALS NOT
[001:04:55;090] TO SHOOT EACH OTHER UP, AND
[001:04:57;492] THAT'S ALL I WILL SAY.
[001:05:00;095] I WON'T RECOGNIZE THE GANGS.
[001:05:01;529] I JUST WON'T.
[001:05:07;669] >> COMMANDER ROBERT GUTHRIE IS
[001:05:09;471] IN CHARGE OF CHICAGO POLICE
[001:05:10;339] OFFICERS ASSIGNED TO HOUSING
[001:05:11;039] PROJECT.
[001:05:12;374] HE'S OUT IN THE PROJECTS EVERY
[001:05:13;308] DAY.
[001:05:15;177] >> THERE'S ONE THING IN
[001:05:16;578] RECOGNIZING AN ORGANIZATION OR A
[001:05:18;446] GROUP; THERE'S ANOTHER IN
[001:05:23;218] OFFICIALLY RECOGNIZING THEM;
[001:05:28;556] IT'S ANOTHER THING, STANDING OUT
[001:05:30;092] HERE ON THE CORNER, SURROUNDED
[001:05:33;295] BY VARIOUS MEMBERS OF GANGS IN
[001:05:34;997] A TINDERBOX SITUATION.
[001:05:37;099] IN THAT SITUATION, IT'S FOOLISH
[001:05:38;767] NOT TO RECOGNIZE THE IMPACT
[001:05:40;168] THESE YOUNG MEN AND WOMEN HAVE
[001:05:41;870] ON THE COMMUNITY.
[001:05:44;106] SO THAT'S A REALISTIC PART OF
[001:05:45;407] DEALING WITH THE COMMUNITY IN
[001:05:47;509] CABRINI.
[001:05:51;213] >> GUTHRIE SUPPORTS INNOVATIVE
[001:05:52;647] POLICE WORK.
[001:05:53;982] HE AUTHORIZED THE ONLY BIKE
[001:05:55;683] PATROL IN CABRINI, AND FOR THESE
[001:05:57;019] THREE, IT WAS THE PERFECT
[001:05:58;486] ASSIGNMENT.
[001:06:00;688] FULL-TIME CHICAGO POLICE
[001:06:02;291] OFFICERS, PART-TIME RAP MUSIC
[001:06:03;025] ARTISTS, THE SLICK BOYS PATROL
[001:06:06;394] CABRINI ON THEIR MOUNTAIN BIKES
[001:06:08;897] BY DAY AND MAKE RAP MUSIC VIDEOS
[001:06:10;799] BY NIGHT-- RAP WITH A DIFFERENT
[001:06:12;700] MESSAGE.
[001:06:15;002] ♪ SOMEONE CAUSED A SHOT,
[001:06:16;070] NOW THE POLICE STOP AND GET HOT.
[001:06:17;772] ♪ AIN'T IT A SHAME?
[001:06:20;809] ♪ YOU'RE CAUGHT UP
[001:06:24;111] IN A GANG GAME.
[001:06:25;747] >> THEIR MUSIC GIVES THEM A WAY
[001:06:26;748] TO COMMUNICATE WITH KIDS USUALLY
[001:06:28;716] WARY OF POLICE.
[001:06:30;284] ALL THREE GREW UP THERE OR NEAR
[001:06:32;420] CHICAGO PROJECTS.
[001:06:34;422] OTHER THAN GUTHRIE, POLICE BRASS
[001:06:36;390] WERE INITIALLY SKEPTICAL, BUT
[001:06:37;425] KEPT QUIET WHEN THEY SAW THE
[001:06:39;427] RESULTS, RESULTS LIKE THE
[001:06:42;029] CONTINUING PEACE IN CABRINI.
[001:06:43;698] >> WE TALK TO ALL THE DIFFERENT
[001:06:45;166] GANGS IN THE COMPLEX AND MAKE
[001:06:47;268] SURE EVERYTHING'S STILL COOL.
[001:06:48;402] WE GIVE THEM OUR SUPPORT; AND
[001:06:49;637] TWO, WE BREAK DOWN THE BARRIERS
[001:06:52;139] BETWEEN THE POLICE DEPARTMENT
[001:06:53;107] AND THE GANG MEMBERS, BECAUSE
[001:06:55;977] NOW THEY SEE THE POLICE NOT JUST
[001:06:57;879] AS MACHINES, BUT THEY SEE WE'RE
[001:06:59;914] HUMAN, ALSO.
[001:07:02;951] >> NOW THERE ARE FEW KIDS IN
[001:07:05;520] CABRINI THE SLICK BOYS DON'T
[001:07:06;754] KNOW, AND EVEN FEW KIDS FEWER
[001:07:07;889] KIDS WHO DON'T KNOW THE SLICK
[001:07:08;923] BOYS.
[001:07:09;858] ALONG WITH MUSIC, THE THREE USE
[001:07:10;625] SPORTS TO COMMUNICATE.
[001:07:11;593] >> NO SHOOTING.
[001:07:12;694] JUST STAND THERE AND LOOK GOOD.
[001:07:13;461] COME ON, GIRLS.
[001:07:14;095] >> THE KIDS DIDN'T KNOW JUST HOW
[001:07:15;129] UNEVEN THE ODDS WERE.
[001:07:16;097] ERIC DAVIS ONCE PLAYED AGAINST
[001:07:17;064] MICHAEL JORDAN WHEN HE CAPTAINED
[001:07:18;065] THE UNIVERSITY OF HOUSTON'S 1982
[001:07:19;066] WINNING BASKETBALL TEAM.
[001:07:20;167] HE ALSO HAD A STINT WITH THE
[001:07:21;202] HOUSTON OILERS.
[001:07:22;604] JAMES MARTIN PLAYED HIS SPORTS
[001:07:23;871] AT WEST POINT, RANDY HOLCOMB AT
[001:07:25;106] THE UNIVERSITY OF ILLINOIS AT
[001:07:26;807] CHICAGO.
[001:07:29;443] THEY LIKE THE LIMELIGHT, BUT SAY
[001:07:31;078] IT DOESN'T MATTER IF THE GANGS,
[001:07:33;014] THE C.H.A., OR THE POLICE GET
[001:07:34;748] THE CREDIT FOR THE PEACE IN
[001:07:35;983] CABRINI.
[001:07:38;119] >> I THINK SLICK BOYS ARE
[001:07:39;186] CALLING IT THE BEST.
[001:07:41;855] IT IS A PROJECT EVERYBODY GOT
[001:07:43;724] INVOLVED IN BECAUSE EVERYBODY
[001:07:44;625] WAS SICK OF THE KILLINGS AND THE
[001:07:45;926] DRIVE-BYS, AND EVERYBODY WAS
[001:07:48;162] SICK OF IT AND WANTED IT TO STOP
[001:07:50;731] AND WANT TO KEEP IT THAT WAY.
[001:07:52;599] >> THERE'S ALSO SOME SKEPTICISM
[001:07:53;634] ABOUT HOW LONG THIS WILL LAST.
[001:07:55;836] >> WELL, I'LL TELL YOU, FOUR
[001:07:57;371] MONTHS AGO, EVERYONE SAID
[001:07:59;606] "ANOTHER WEEK."
[001:08:01;442] SIX MONTHS LATER, THEY STILL SAY
[001:08:02;976] "MAYBE ANOTHER WEEK."
[001:08:04;845] THE SLICK BOYS KNOW THAT IT'S
[001:08:06;847] GOING TO GO ON AS LONG AS WE'RE
[001:08:08;815] HERE, BECAUSE, LIKE I SAID
[001:08:11;485] BEFORE, WE GO AROUND, WE TALK TO
[001:08:12;953] 'EM, WE'RE RIDING THESE BIKES.
[001:08:15;222] WE TALK TO THE LEADERS ON A
[001:08:16;357] DAILY BASIS.
[001:08:17;991] WE ASK WHAT THE PROBLEMS MIGHT
[001:08:18;792] HAVE BEEN.
[001:08:20;227] WE OFFER SOME SOLUTIONS.
[001:08:21;195] I MEAN, THEY'RE OUT HERE NOW.
[001:08:22;629] THEY LOOK FOR US.
[001:08:24;498] AS LONG AS THE SLICK BOYS ARE
[001:08:25;699] ALIVE AND KICKING, WE ARE GOING
[001:08:26;767] TO HAVE PEACE IN CABRINI.
[001:08:28;902] >> EIGHT MONTHS AFTER DANTRELL
[001:08:29;903] DAVIS' DEATH, THE PEACE WAS
[001:08:31;172] BROKEN.
[001:08:35;576] ON A HOT MIDSUMMER'S NIGHT,
[001:08:37;278] GUNSHOTS RANG OUT.
[001:08:40;381] TWO YOUNG MEN, ONE ONLY 14, THE
[001:08:41;848] OTHER 18 YEARS OLD, WERE GUNNED
[001:08:43;284] DOWN AT 3:30 IN THE MORNING ON
[001:08:44;585] THE STEPS OF THE ENTRANCE TO THE
[001:08:45;786] BUILDING WHERE DANTRELL DAVIS
[001:08:46;720] HAD LIVED.
[001:08:48;722] CABRINI HELD ITS BREATH.
[001:08:51;257] WAS THIS THE END OF THE PEACE?
[001:08:52;492] THE 18-YEAR-OLD WHO DIED WAS A
[001:08:54;427] GANG MEMBER, THE TRIGGERMAN A
[001:08:55;829] MEMBER OF A RIVAL GANG.
[001:08:57;631] THE SLICK BOYS HIT THE STREETS.
[001:08:59;466] THEY WANTED TO KNOW THE FACTS,
[001:09:01;267] AND THEY WANTED THE TRUCE TO
[001:09:03;169] HOLD.
[001:09:05;472] >> IT AIN'T ABOUT A VIOLENCE
[001:09:07;074] THING RIGHT NOW, IT'S ABOUT
[001:09:09;743] TRYING TO KEEP THIS THING
[001:09:11;411] INTACT.
[001:09:12;946] I MEAN, YOU'VE GOT TO DO
[001:09:14;081] WHATEVER YOU'VE GOT TO DO TO
[001:09:17;150] SHORTIES.
[001:09:18;051] I MEAN, YOU KNOW, IF Y'ALL
[001:09:19;285] DIDN'T WANT PEACE, YOU KNOW WHAT
[001:09:20;353] YOU'VE GOT TO DO.
[001:09:21;722] MY BEEPER RANG 25 TIMES TODAY.
[001:09:22;656] IF Y'ALL DIDN'T WANT PEACE, MY
[001:09:23;657] BEEPER DIDN'T HAVE TO RING AT
[001:09:24;557] ALL.
[001:09:25;826] Y'ALL KNOW HOW TO GET UP IN
[001:09:26;927] THESE BUILDINGS AND COME ON DOWN
[001:09:27;961] INTO THIS FIELD AND TEAR ASS
[001:09:29;930] OFF.
[001:09:31;464] Y'ALL WOULD HAVE BEEN POPPING
[001:09:32;666] OFF ALREADY.
[001:09:34;067] YOU KNOW THAT, AND I KNOW THAT.
[001:09:35;468] SO I THINK SOMEWHERE IN YOUR
[001:09:36;703] HEARTS YOU KNOW THAT THAT AIN'T
[001:09:38;005] THE RIGHT THING TO DO.
[001:09:39;339] Y'ALL DON'T NEED NO PERMISSION
[001:09:40;741] TO START THIS SHIT BACK UP
[001:09:41;642] AGAIN.
[001:09:44;544] Y'ALL MEN.
[001:09:46;579] Y'ALL AIN'T STARTING IT UP
[001:09:48;314] BECAUSE YOU KNOW IT AIN'T THE
[001:09:50;583] RIGHT THING TO DO.
[001:09:52;653] MAN, DON'T START KILLING OUR
[001:09:54;054] COMMUNITY, AND THAT'S ALL IT'S
[001:09:54;921] GONNA DO.
[001:09:57;390] >> ALL DAY, POLICE, COMMUNITY
[001:09:58;324] ORGANIZERS AND GANG LEADERS
[001:09:59;559] WORKED TO HELP KEEP THE LID ON.
[001:10:01;828] THEY LEARNED THAT THE KILLINGS
[001:10:02;929] WERE THE RESULT OF A LOVE
[001:10:04;531] TRIANGLE.
[001:10:05;798] COMMANDER GUTHRIE WANTED THE
[001:10:06;799] COMMUNITY TO KNOW THAT.
[001:10:08;868] >> THERE WAS A GANG CONNOTATION
[001:10:10;270] HERE, BUT EVERYONE HERE
[001:10:12;405] UNDERSTANDS, YOU KNOW, THE
